MaxPeriod(ms),MinPeriod(ms),AvgPeriod(ms),Amount,Service,Operation
828,107,308,31,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-customer
1424,355,693,32,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-document
1745,108,350,31,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-hr
3536,175,462,31,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-income
2189,90,426,29,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-summary
1665,90,357,33,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-website
253,125,186,4,HomeLoanService,HomeLoanWS/doPreload/approve-070/application-detail
1334,905,1057,3,HomeLoanService,HomeLoanWS/doPreload/approve-070/approve-decision
4541,661,1267,11,HomeLoanService,HomeLoanWS/doPreload/approve-070/approve-summary
74,74,74,1,HomeLoanService,HomeLoanWS/doPreload/approve-070/basic-repayment-ability
1206,601,898,3,HomeLoanService,HomeLoanWS/doPreload/approve-070/collateral-acting
1041,264,481,4,HomeLoanService,HomeLoanWS/doPreload/approve-070/credit-exposure
468,243,322,3,HomeLoanService,HomeLoanWS/doPreload/approve-070/credit-limit-detail
278,208,243,2,HomeLoanService,HomeLoanWS/doPreload/approve-070/cust-info
820,562,692,3,HomeLoanService,HomeLoanWS/doPreload/approve-070/debt-exposure
267,267,267,1,HomeLoanService,HomeLoanWS/doPreload/approve-070/income
497,497,497,1,HomeLoanService,HomeLoanWS/doPreload/approve-070/loan-info
1418,826,1088,3,HomeLoanService,HomeLoanWS/doPreload/approve-070/partial-installment
266,266,266,1,HomeLoanService,HomeLoanWS/doPreload/approve-070/personal-info
1169,450,748,11,HomeLoanService,HomeLoanWS/doPreload/approve-070/policy-check
647,251,354,4,HomeLoanService,HomeLoanWS/doPreload/approve-070/relationship
185,185,185,1,HomeLoanService,HomeLoanWS/doPreload/approve-070/sale-channel
2109,2109,2109,1,HomeLoanService,HomeLoanWS/doPreload/approve-070/summary-package
814,814,814,1,HomeLoanService,HomeLoanWS/doPreload/approve-070/summary-result
1240,240,578,3,HomeLoanService,HomeLoanWS/doPreload/approve-070/verify-customer
867,523,668,4,HomeLoanService,HomeLoanWS/doPreload/approve-070/verify-document
568,240,350,3,HomeLoanService,HomeLoanWS/doPreload/approve-070/verify-hr
876,343,554,4,HomeLoanService,HomeLoanWS/doPreload/approve-070/verify-income
590,238,332,4,HomeLoanService,HomeLoanWS/doPreload/approve-070/verify-summary
790,239,393,4,HomeLoanService,HomeLoanWS/doPreload/approve-070/verify-website
104,104,104,1,HomeLoanService,HomeLoanWS/doPreload/end/approve-result-front
641,80,143,19,HomeLoanService,HomeLoanWS/doPreload/end/cust-info
13,6,9,7,HomeLoanService,HomeLoanWS/doPreload/fraud-010/application-detail
79,79,79,1,HomeLoanService,HomeLoanWS/doPreload/fraud-010/credit-limit-detail
183,183,183,1,HomeLoanService,HomeLoanWS/doPreload/fraud-010/debt-exposure
106,106,106,1,HomeLoanService,HomeLoanWS/doPreload/fraud-010/relationship
380,380,380,1,HomeLoanService,HomeLoanWS/doPreload/fraud-010/verify-document
163,163,163,1,HomeLoanService,HomeLoanWS/doPreload/fraud-010/verify-income
369,369,369,1,HomeLoanService,HomeLoanWS/doPreload/fraud-010/verify-summary
106,106,106,1,HomeLoanService,HomeLoanWS/doPreload/fraud-010/verify-website
309,77,137,6,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/application-detail
745,698,721,2,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/approve-decision
20624,159,1797,158,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/approve-result-front
2460,347,734,53,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/approve-summary
69,23,43,7,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/basic-repayment-ability
155,155,155,1,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/credit-limit-detail
849,104,316,11,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/cust-info
999,331,665,2,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/debt-exposure
466,102,275,5,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/income
1471,249,916,4,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/loan-info
2681,497,1272,7,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/partial-installment
617,100,242,6,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/personal-info
960,14,372,30,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/policy-check
497,126,311,2,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/relationship
62,41,51,2,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/sale-channel
1202,324,763,5,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/summary-package
2013,537,968,16,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/summary-result
487,474,480,2,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/verify-document
418,418,418,1,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/verify-income
125,4,10,71,HomeLoanService,HomeLoanWS/doPreload/prepare-010/basic-repayment-ability
147,147,147,1,HomeLoanService,HomeLoanWS/doPreload/prepare-010/cust-info
704,67,151,72,HomeLoanService,HomeLoanWS/doPreload/prepare-011/summary-result
22,10,17,5,HomeLoanService,HomeLoanWS/doPreload/prepare-012/basic-repayment-ability
358,130,233,3,HomeLoanService,HomeLoanWS/doPreload/prepare-012/cust-info
2277,187,464,81,HomeLoanService,HomeLoanWS/doPreload/prepare-012/summary-result
356,295,325,2,HomeLoanService,HomeLoanWS/doPreload/prepare-013/summary-result
32,7,20,8,HomeLoanService,HomeLoanWS/doPreload/prepare-020/basic-repayment-ability
6446,88,1258,6,HomeLoanService,HomeLoanWS/doPreload/prepare-020/cust-info
804,80,282,93,HomeLoanService,HomeLoanWS/doPreload/prepare-020/income
1686,58,323,101,HomeLoanService,HomeLoanWS/doPreload/prepare-020/loan-info
918,82,235,76,HomeLoanService,HomeLoanWS/doPreload/prepare-020/personal-info
52,28,40,2,HomeLoanService,HomeLoanWS/doPreload/prepare-021/basic-repayment-ability
408,200,313,3,HomeLoanService,HomeLoanWS/doPreload/prepare-021/cust-info
996,91,348,8,HomeLoanService,HomeLoanWS/doPreload/prepare-021/income
1453,194,473,13,HomeLoanService,HomeLoanWS/doPreload/prepare-021/loan-info
2625,9,515,136,HomeLoanService,HomeLoanWS/doPreload/prepare-021/package
1210,208,426,8,HomeLoanService,HomeLoanWS/doPreload/prepare-021/personal-info
3601,219,541,2159,HomeLoanService,HomeLoanWS/doPreload/prepare-021/summary-package
672,477,559,3,HomeLoanService,HomeLoanWS/doPreload/prepare-022/loan-info
538,538,538,1,HomeLoanService,HomeLoanWS/doPreload/prepare-022/personal-info
2761,393,769,213,HomeLoanService,HomeLoanWS/doPreload/prepare-022/summary-package
6420,13,2149,3,HomeLoanService,HomeLoanWS/doPreload/prepare-030/basic-repayment-ability
438,103,221,3,HomeLoanService,HomeLoanWS/doPreload/prepare-030/cust-info
796,81,344,19,HomeLoanService,HomeLoanWS/doPreload/prepare-030/income
1274,198,461,13,HomeLoanService,HomeLoanWS/doPreload/prepare-030/loan-info
480,95,229,11,HomeLoanService,HomeLoanWS/doPreload/prepare-030/personal-info
194,15,49,169,HomeLoanService,HomeLoanWS/doPreload/prepare-030/sale-channel
1403,309,627,15,HomeLoanService,HomeLoanWS/doPreload/prepare-030/summary-package
5797,450,1234,136,HomeLoanService,HomeLoanWS/doPreload/prepare-030/summary-result
2530,2219,2374,2,HomeLoanService,HomeLoanWS/doPreload/prepare-040/approve-result-front
460,460,460,1,HomeLoanService,HomeLoanWS/doPreload/prepare-040/credit-limit-detail
2576,1580,2078,2,HomeLoanService,HomeLoanWS/doPreload/prepare-040/debt-exposure
2100,1728,1914,2,HomeLoanService,HomeLoanWS/doPreload/prepare-040/partial-installment
27,7,14,5,HomeLoanService,HomeLoanWS/doPreload/system-011/basic-repayment-ability
486,85,219,8,HomeLoanService,HomeLoanWS/doPreload/system-011/cust-info
461,111,189,108,HomeLoanService,HomeLoanWS/doPreload/system-011/summary-result
433,432,432,2,HomeLoanService,HomeLoanWS/doPreload/system-012/summary-result
277,277,277,1,HomeLoanService,HomeLoanWS/doPreload/system-013/cust-info
242,242,242,1,HomeLoanService,HomeLoanWS/doPreload/system-013/loan-info
329,329,329,1,HomeLoanService,HomeLoanWS/doPreload/system-013/summary-package
1590,591,1012,17,HomeLoanService,HomeLoanWS/doPreload/system-013/summary-result
3165,876,1594,14,HomeLoanService,HomeLoanWS/doPreload/system-015/approve-result-front
1058,1058,1058,1,HomeLoanService,HomeLoanWS/doPreload/system-015/approve-summary
68,68,68,1,HomeLoanService,HomeLoanWS/doPreload/system-015/basic-repayment-ability
331,331,331,1,HomeLoanService,HomeLoanWS/doPreload/system-015/cust-info
535,535,535,1,HomeLoanService,HomeLoanWS/doPreload/system-015/income
636,636,636,1,HomeLoanService,HomeLoanWS/doPreload/system-015/loan-info
353,353,353,1,HomeLoanService,HomeLoanWS/doPreload/system-015/personal-info
739,739,739,1,HomeLoanService,HomeLoanWS/doPreload/system-015/summary-package
635,54,344,2,HomeLoanService,HomeLoanWS/doPreload/system-020/basic-repayment-ability
810,796,803,2,HomeLoanService,HomeLoanWS/doPreload/system-020/income
268,247,257,2,HomeLoanService,HomeLoanWS/doPreload/system-020/loan-info
430,430,430,1,HomeLoanService,HomeLoanWS/doPreload/system-020/personal-info
59,44,53,3,HomeLoanService,HomeLoanWS/doPreload/system-020/sale-channel
405,362,381,4,HomeLoanService,HomeLoanWS/doPreload/system-020/summary-package
10544,570,1508,61,HomeLoanService,HomeLoanWS/doPreload/system-020/summary-result
374,343,358,2,HomeLoanService,HomeLoanWS/doPreload/system-030/verify-document
341,73,169,3,HomeLoanService,HomeLoanWS/doPreload/system-031/application-detail
524,494,509,2,HomeLoanService,HomeLoanWS/doPreload/system-031/approve-summary
29,29,29,1,HomeLoanService,HomeLoanWS/doPreload/system-031/basic-repayment-ability
95,89,92,2,HomeLoanService,HomeLoanWS/doPreload/system-031/credit-limit-detail
254,114,203,3,HomeLoanService,HomeLoanWS/doPreload/system-031/cust-info
241,241,241,1,HomeLoanService,HomeLoanWS/doPreload/system-031/debt-exposure
118,118,118,1,HomeLoanService,HomeLoanWS/doPreload/system-031/income
404,404,404,1,HomeLoanService,HomeLoanWS/doPreload/system-031/loan-info
115,115,115,1,HomeLoanService,HomeLoanWS/doPreload/system-031/personal-info
5052,313,811,27,HomeLoanService,HomeLoanWS/doPreload/system-031/policy-check
144,144,144,1,HomeLoanService,HomeLoanWS/doPreload/system-031/relationship
564,350,457,2,HomeLoanService,HomeLoanWS/doPreload/system-031/summary-package
965,965,965,1,HomeLoanService,HomeLoanWS/doPreload/system-031/summary-result
123,123,123,1,HomeLoanService,HomeLoanWS/doPreload/system-031/verify-customer
414,398,406,2,HomeLoanService,HomeLoanWS/doPreload/system-031/verify-document
124,124,124,1,HomeLoanService,HomeLoanWS/doPreload/system-031/verify-hr
906,906,906,1,HomeLoanService,HomeLoanWS/doPreload/system-050/approve-result-front
1136,1009,1068,3,HomeLoanService,HomeLoanWS/doPreload/system-050/approve-summary
12,12,12,1,HomeLoanService,HomeLoanWS/doPreload/system-050/basic-repayment-ability
386,84,245,14,HomeLoanService,HomeLoanWS/doPreload/system-050/cust-info
427,427,427,1,HomeLoanService,HomeLoanWS/doPreload/system-050/loan-info
268,268,268,1,HomeLoanService,HomeLoanWS/doPreload/system-050/personal-info
1440,1440,1440,1,HomeLoanService,HomeLoanWS/doPreload/system-050/policy-check
2000,60,1324,4,HomeLoanService,HomeLoanWS/doResubmit/post-approve-010/approve-result-front
287,30,94,8,HomeLoanService,HomeLoanWS/doReturn/approve-020
46,46,46,1,HomeLoanService,HomeLoanWS/doReturn/approve-040
1434,32,393,4,HomeLoanService,HomeLoanWS/doReturn/system-011
426,33,129,5,HomeLoanService,HomeLoanWS/doReturn2Analyst/approve-030
51,51,51,1,HomeLoanService,HomeLoanWS/doReturn2Analyst/approve-040
84,62,69,3,HomeLoanService,HomeLoanWS/doReturn2Analyst/approve-060
279,37,74,9,HomeLoanService,HomeLoanWS/doReturn2f/approve-010
147,36,91,2,HomeLoanService,HomeLoanWS/doReturn2f/approve-020
217,134,175,2,HomeLoanService,HomeLoanWS/doReturn2f/approve-030
112,64,88,2,HomeLoanService,HomeLoanWS/doReturn2f/approve-060
25,25,25,1,HomeLoanService,HomeLoanWS/doSave/approve-010/credit-limit-detail
75,26,43,12,HomeLoanService,HomeLoanWS/doSave/approve-010/partial-installment
43,22,28,6,HomeLoanService,HomeLoanWS/doSave/approve-010/relationship
5839,11,1660,40,HomeLoanService,HomeLoanWS/doSave/approve-010/verify-document
2157,15,122,28,HomeLoanService,HomeLoanWS/doSave/approve-020/application-detail
551,43,178,24,HomeLoanService,HomeLoanWS/doSave/approve-020/approve-decision
244,22,76,85,HomeLoanService,HomeLoanWS/doSave/approve-020/approve-summary
266,10,69,67,HomeLoanService,HomeLoanWS/doSave/approve-020/collateral-acting
69,21,38,7,HomeLoanService,HomeLoanWS/doSave/approve-020/credit-exposure
110,14,39,16,HomeLoanService,HomeLoanWS/doSave/approve-020/credit-limit-detail
358,21,106,13,HomeLoanService,HomeLoanWS/doSave/approve-020/debt-exposure
251,16,102,14,HomeLoanService,HomeLoanWS/doSave/approve-020/partial-installment
289,11,75,101,HomeLoanService,HomeLoanWS/doSave/approve-020/policy-check
294,19,80,21,HomeLoanService,HomeLoanWS/doSave/approve-020/relationship
37,37,37,1,HomeLoanService,HomeLoanWS/doSave/approve-020/summary-result
9882,64,3189,78,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-customer
7808,970,2916,23,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-document
9896,138,2823,14,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-hr
128,27,61,6,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-income
9468,206,3097,21,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-summary
17217,134,3406,16,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-website
211,19,72,32,HomeLoanService,HomeLoanWS/doSave/approve-030/application-detail
1267,12,279,53,HomeLoanService,HomeLoanWS/doSave/approve-030/approve-decision
490,8,91,98,HomeLoanService,HomeLoanWS/doSave/approve-030/approve-summary
290,53,141,19,HomeLoanService,HomeLoanWS/doSave/approve-030/collateral-acting
73,65,69,2,HomeLoanService,HomeLoanWS/doSave/approve-030/credit-exposure
96,15,61,8,HomeLoanService,HomeLoanWS/doSave/approve-030/credit-limit-detail
416,26,154,10,HomeLoanService,HomeLoanWS/doSave/approve-030/debt-exposure
49,49,49,1,HomeLoanService,HomeLoanWS/doSave/approve-030/loan-info
162,56,103,18,HomeLoanService,HomeLoanWS/doSave/approve-030/partial-installment
251,6,85,116,HomeLoanService,HomeLoanWS/doSave/approve-030/policy-check
160,38,68,8,HomeLoanService,HomeLoanWS/doSave/approve-030/relationship
5825,2915,3685,9,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-customer
9689,9,3501,20,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-document
3472,2877,3030,7,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-hr
134,58,88,4,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-income
10788,2940,4029,10,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-summary
3742,286,2722,6,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-website
101,39,58,5,HomeLoanService,HomeLoanWS/doSave/approve-040/application-detail
326,64,126,7,HomeLoanService,HomeLoanWS/doSave/approve-040/approve-summary
140,75,104,5,HomeLoanService,HomeLoanWS/doSave/approve-040/collateral-acting
92,71,79,3,HomeLoanService,HomeLoanWS/doSave/approve-040/credit-exposure
98,69,88,4,HomeLoanService,HomeLoanWS/doSave/approve-040/credit-limit-detail
128,128,128,1,HomeLoanService,HomeLoanWS/doSave/approve-040/debt-exposure
96,39,65,10,HomeLoanService,HomeLoanWS/doSave/approve-040/policy-check
131,51,91,2,HomeLoanService,HomeLoanWS/doSave/approve-040/relationship
3056,3001,3028,2,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-customer
2668,2633,2650,3,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-document
3063,3002,3023,3,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-hr
85,69,77,2,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-income
5026,3042,3706,3,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-summary
3079,2983,3031,2,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-website
34,20,27,2,HomeLoanService,HomeLoanWS/doSave/approve-055/approve-decision
93,35,64,2,HomeLoanService,HomeLoanWS/doSave/approve-055/approve-summary
245,28,76,42,HomeLoanService,HomeLoanWS/doSave/approve-055/collateral-acting
55,28,41,2,HomeLoanService,HomeLoanWS/doSave/approve-055/debt-exposure
214,30,87,19,HomeLoanService,HomeLoanWS/doSave/approve-055/policy-check
61,61,61,1,HomeLoanService,HomeLoanWS/doSave/approve-055/verify-customer
4642,97,3127,6,HomeLoanService,HomeLoanWS/doSave/approve-055/verify-document
457,119,306,9,HomeLoanService,HomeLoanWS/doSave/approve-060/approve-decision
403,22,117,53,HomeLoanService,HomeLoanWS/doSave/approve-060/approve-summary
410,36,113,15,HomeLoanService,HomeLoanWS/doSave/approve-060/collateral-acting
80,80,80,1,HomeLoanService,HomeLoanWS/doSave/approve-060/credit-exposure
175,33,92,8,HomeLoanService,HomeLoanWS/doSave/approve-060/credit-limit-detail
301,83,162,3,HomeLoanService,HomeLoanWS/doSave/approve-060/debt-exposure
397,73,149,11,HomeLoanService,HomeLoanWS/doSave/approve-060/partial-installment
182,26,68,54,HomeLoanService,HomeLoanWS/doSave/approve-060/policy-check
182,56,108,4,HomeLoanService,HomeLoanWS/doSave/approve-060/relationship
6319,213,2910,12,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-customer
8515,1840,3990,11,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-document
5807,137,2436,9,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-hr
606,66,204,7,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-income
6017,145,2830,11,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-summary
6135,171,3551,15,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-website
1371,29,285,6,HomeLoanService,HomeLoanWS/doSave/approve-070/approve-summary
75,75,75,1,HomeLoanService,HomeLoanWS/doSave/approve-070/credit-exposure
174,35,74,8,HomeLoanService,HomeLoanWS/doSave/approve-070/policy-check
141,141,141,1,HomeLoanService,HomeLoanWS/doSave/approve-070/relationship
3202,3202,3202,1,HomeLoanService,HomeLoanWS/doSave/approve-070/verify-customer
9476,3177,5885,3,HomeLoanService,HomeLoanWS/doSave/approve-070/verify-document
3426,3426,3426,1,HomeLoanService,HomeLoanWS/doSave/approve-070/verify-hr
114,60,88,3,HomeLoanService,HomeLoanWS/doSave/approve-070/verify-income
3136,3136,3136,1,HomeLoanService,HomeLoanWS/doSave/approve-070/verify-summary
3453,3453,3453,1,HomeLoanService,HomeLoanWS/doSave/approve-070/verify-website
8,8,8,1,HomeLoanService,HomeLoanWS/doSave/fraud-010/credit-limit-detail
179,16,48,32,HomeLoanService,HomeLoanWS/doSave/post-approve-010/approve-result-front
227,18,84,17,HomeLoanService,HomeLoanWS/doSave/post-approve-010/approve-summary
54,54,54,1,HomeLoanService,HomeLoanWS/doSave/post-approve-010/credit-limit-detail
4619,2890,3763,6,HomeLoanService,HomeLoanWS/doSave/post-approve-010/summary-result
145,18,44,6,HomeLoanService,HomeLoanWS/doSave/prepare-012/summary-result
161,125,143,2,HomeLoanService,HomeLoanWS/doSave/prepare-020/income
6397,200,3298,2,HomeLoanService,HomeLoanWS/doSave/prepare-020/loan-info
501,71,201,4,HomeLoanService,HomeLoanWS/doSave/prepare-020/personal-info
349,26,94,12,HomeLoanService,HomeLoanWS/doSave/prepare-021/package
84,24,42,8,HomeLoanService,HomeLoanWS/doSave/prepare-021/summary-package
68,68,68,1,HomeLoanService,HomeLoanWS/doSave/prepare-022/summary-package
325,23,106,23,HomeLoanService,HomeLoanWS/doSave/prepare-030/sale-channel
214,34,72,49,HomeLoanService,HomeLoanWS/doSave/prepare-030/summary-result
173,173,173,1,HomeLoanService,HomeLoanWS/doSave/prepare-040/credit-limit-detail
67,32,49,2,HomeLoanService,HomeLoanWS/doSave/system-031/credit-limit-detail
956,956,956,1,HomeLoanService,HomeLoanWS/doSubmit/approve-010/credit-limit-detail
1516,189,864,12,HomeLoanService,HomeLoanWS/doSubmit/approve-010/partial-installment
1753,382,845,6,HomeLoanService,HomeLoanWS/doSubmit/approve-010/relationship
3463,133,772,34,HomeLoanService,HomeLoanWS/doSubmit/approve-010/verify-document
704,704,704,1,HomeLoanService,HomeLoanWS/doSubmit/approve-020/application-detail
455,109,282,2,HomeLoanService,HomeLoanWS/doSubmit/approve-020/approve-decision
38777,93,1849,33,HomeLoanService,HomeLoanWS/doSubmit/approve-020/approve-summary
37,37,37,1,HomeLoanService,HomeLoanWS/doSubmit/approve-020/debt-exposure
936,474,705,2,HomeLoanService,HomeLoanWS/doSubmit/approve-020/policy-check
1116,1116,1116,1,HomeLoanService,HomeLoanWS/doSubmit/approve-020/summary-result
321,55,157,3,HomeLoanService,HomeLoanWS/doSubmit/approve-020/verify-customer
2202,251,739,7,HomeLoanService,HomeLoanWS/doSubmit/approve-020/verify-document
430,430,430,1,HomeLoanService,HomeLoanWS/doSubmit/approve-030/application-detail
604,84,205,30,HomeLoanService,HomeLoanWS/doSubmit/approve-030/approve-summary
159,159,159,1,HomeLoanService,HomeLoanWS/doSubmit/approve-030/loan-info
57,57,57,1,HomeLoanService,HomeLoanWS/doSubmit/approve-030/policy-check
429,155,281,5,HomeLoanService,HomeLoanWS/doSubmit/approve-040/approve-summary
497,497,497,1,HomeLoanService,HomeLoanWS/doSubmit/approve-040/collateral-acting
76,71,73,2,HomeLoanService,HomeLoanWS/doSubmit/approve-055/approve-decision
162,60,111,2,HomeLoanService,HomeLoanWS/doSubmit/approve-055/approve-summary
449,295,343,10,HomeLoanService,HomeLoanWS/doSubmit/approve-055/collateral-acting
58,52,55,2,HomeLoanService,HomeLoanWS/doSubmit/approve-055/debt-exposure
63,63,63,1,HomeLoanService,HomeLoanWS/doSubmit/approve-055/policy-check
326,326,326,1,HomeLoanService,HomeLoanWS/doSubmit/approve-055/verify-customer
365,87,226,2,HomeLoanService,HomeLoanWS/doSubmit/approve-055/verify-document
10502,5041,7831,3,HomeLoanService,HomeLoanWS/doSubmit/approve-060/approve-decision
11611,108,4331,27,HomeLoanService,HomeLoanWS/doSubmit/approve-060/approve-summary
4669,4622,4645,2,HomeLoanService,HomeLoanWS/doSubmit/approve-060/partial-installment
11332,11332,11332,1,HomeLoanService,HomeLoanWS/doSubmit/approve-060/policy-check
6129,6129,6129,1,HomeLoanService,HomeLoanWS/doSubmit/approve-060/verify-customer
8793,3433,6278,4,HomeLoanService,HomeLoanWS/doSubmit/approve-070/approve-summary
76,66,71,2,HomeLoanService,HomeLoanWS/doSubmit/fraud-010/application-detail
7111,68,2505,18,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/approve-result-front
4723,58,2693,5,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/approve-summary
3881,3247,3564,2,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/policy-check
9559,68,2754,67,HomeLoanService,HomeLoanWS/doSubmit/prepare-010/basic-repayment-ability
1742,275,575,66,HomeLoanService,HomeLoanWS/doSubmit/prepare-011/summary-result
264,31,61,50,HomeLoanService,HomeLoanWS/doSubmit/prepare-012/summary-result
778,663,720,2,HomeLoanService,HomeLoanWS/doSubmit/prepare-013/summary-result
23367,609,3772,91,HomeLoanService,HomeLoanWS/doSubmit/prepare-020/loan-info
1559,95,315,62,HomeLoanService,HomeLoanWS/doSubmit/prepare-021/summary-package
556,123,231,13,HomeLoanService,HomeLoanWS/doSubmit/prepare-022/summary-package
3075,20,897,79,HomeLoanService,HomeLoanWS/doSubmit/prepare-030/summary-result
18792,1578,4646,54,HomeLoanService,HomeLoanWS/doSubmit/system-011
112,32,59,3,HomeLoanService,HomeLoanWS/doSubmit/system-012
1067,119,303,9,HomeLoanService,HomeLoanWS/doSubmit/system-013
2326,149,504,7,HomeLoanService,HomeLoanWS/doSubmit/system-015
1060,102,243,38,HomeLoanService,HomeLoanWS/doSubmit/system-020
251,32,141,2,HomeLoanService,HomeLoanWS/doSubmit/system-030
7400,226,1316,7,HomeLoanService,HomeLoanWS/doSubmit/system-031
5,2,3,2,InboundService,airportConfigWS/getRuntimeConfig
105,4,16,40,InboundService,inboundNoHeaderWS
81489,8,4602,368,InboundService,inboundNoHeaderWS/notificationResult
27290,8,2431,176,InboundService,inboundWS/notificationResult
